diario,id_news,snippet,category,time,title,year,tokens-headline,tokens-snippet,tokens-headline-stopwords-stemming,tokens-headline-stopwords,tokens-headline-stemming,tokens-snippet-stopwords-stemming,tokens-snippet-stopwords,tokens-snippet-stemming
El Comercio,ecuador_elcomercio_2015_86,Una Seleccion con mayor experiencia y participacion internacional lleva Ecuador al Sudamericano Sub 20 Juventud de America que comenzara el proximo 14 ...,sport,10 ene. 2015,Ecuador lleva cinco legionarios al Sudamericano,2015.0,ecuador lleva cinco legionarios sudamericano,una seleccion con mayor experiencia participacion internacional lleva ecuador sudamericano sub juventud america que comenzara proximo,llev cinc legionari sudamerican,lleva cinco legionarios sudamericano,ecuador llev cinc legionari sudamerican,seleccion mayor experient participacion internacional llev sudamerican sub juventud amer comenz proxim,seleccion mayor experiencia participacion internacional lleva sudamericano sub juventud america comenzara proximo,una seleccion con mayor experient participacion internacional llev ecuador sudamerican sub juventud amer que comenz proxim
El Universo,,Estudiantes de primaria de la escuela San Francisco de Quito fueron evacuados la manana de este 28 de abril del 2017 hacia el parque La Carolina.,educ,28 abr. 2017 -,1 200 estudiantes fueron evacuados de una escuela en el norte de ...,,estudiantes fueron evacuados una escuela norte,estudiantes primaria escuela san francisco quito fueron evacuados manana este abril del hacia parque carolina,estudi evacu escuel nort,estudiantes evacuados escuela norte,estudi fueron evacu una escuel nort,estudi primari escuel san francisc quit evacu manan abril haci parqu carolin,estudiantes primaria escuela san francisco evacuados manana abril hacia parque carolina,estudi primari escuel san francisc quit fueron evacu manan este abril del haci parqu carolin
El Universo,,La Organizacion Mundial de la Salud (OMS) asegura que una de cada cinco personas padece algun problema de salud mental en el trabajo. Uno de los ...,health,11 oct. 2017 -,Salud mental en el trabajo,,salud mental trabajo,organizacion mundial salud oms asegura que una cada cinco personas padece algun problema salud mental trabajo uno los,salud mental trabaj,salud mental trabajo,salud mental trabaj,organizacion mundial salud oms asegur cad cinc person padec algun problem salud mental trabaj,organizacion mundial salud oms asegura cada cinco personas padece algun problema salud mental trabajo,organizacion mundial salud oms asegur que una cad cinc person padec algun problem salud mental trabaj uno los
La Hora (Ecuador),ecuador_lahora_2016_49,Los examenes de cartometria realizados al futbolista Andy Casquete tendria 17 anos y no mas esto segun los documentos publicados por el periodista Pablo ...,sport,5 Feb. 2016,Se confirma que futbolista Andy Casquete nacio en 1998,2016.0,confirma que futbolista andy casquete nacio,los examenes cartometria realizados futbolista andy casquete tendria anos mas esto segun los documentos publicados por periodista pablo,confirm futbol andy casquet naci,confirma futbolista andy casquete nacio,confirm que futbol andy casquet naci,examen cartometri realiz futbol andy casquet tendri anos mas segun document public period pabl,examenes cartometria realizados futbolista andy casquete tendria anos mas segun documentos publicados periodista pablo,los examen cartometri realiz futbol andy casquet tendri anos mas esto segun los document public por period pabl
El Comercio (Ecuador),ecuador_elcomercio_2018_7,"Ecuador solicito ""estatus diplomatico"" para Julian Assange, fundador de Wikileaks. Lo confirmo un vocero del Ministerio de Relaciones Exteriores del Reino ...",polit,11 ene. 2018,Ecuador busco estatus diplomatico para Julian Assange,2018.0,ecuador busco estatus diplomatico para julian assange,ecuador solicito estatus diplomatico para julian assange fundador wikileaks confirmo vocero del ministerio relaciones exteriores del reino,busc estatus diplomat par juli assang,busco estatus diplomatico julian assange,ecuador busc estatus diplomat par juli assang,solicit estatus diplomat par juli assang fundador wikileaks confirm vocer ministeri relacion exterior rein,solicito estatus diplomatico julian assange fundador wikileaks confirmo vocero ministerio relaciones exteriores reino,ecuador solicit estatus diplomat par juli assang fundador wikileaks confirm vocer del ministeri relacion exterior del rein
El Comercio (Ecuador),ecuador_elcomercio_2017_39,"La manana de este jueves 16 de febrero del 2017 se registro una amenaza de bomba en las instalaciones de Correos del Ecuador, ubicado en la avenida ...",crime,16 Feb. 2017,"Se investiga una amenaza de bomba en Correos del Ecuador, en el ...",2017.0,investiga una amenaza bomba correos del ecuador,manana este jueves febrero del registro una amenaza bomba las instalaciones correos del ecuador ubicado avenida,investig amenaz bomb corre,investiga amenaza bomba correos,investig una amenaz bomb corre del ecuador,manan juev febrer registr amenaz bomb instal corre ubic aven,manana jueves febrero registro amenaza bomba instalaciones correos ubicado avenida,manan este juev febrer del registr una amenaz bomb las instal corre del ecuador ubic aven
El Comercio (Ecuador),ecuador_elcomercio_2016_29,"Un mes despues del terremoto que devasto la costa ecuatoriana, en Pedernales, epicentro del sismo, un 60% del comercio se ha reactivado en medio de la ...",economi,16 May. 2016,"Se reactivo 60% del comercio en Pedernales, epicentro del terremoto",2016.0,reactivo del comercio pedernales epicentro del terremoto,mes despues del terremoto que devasto costa ecuatoriana pedernales epicentro del sismo del comercio reactivado medio,reactiv comerci pedernal epicentr terremot,reactivo comercio pedernales epicentro terremoto,reactiv del comerci pedernal epicentr del terremot,mes despu terremot devast cost ecuatorian pedernal epicentr sism comerci reactiv medi,mes despues terremoto devasto costa ecuatoriana pedernales epicentro sismo comercio reactivado medio,mes despu del terremot que devast cost ecuatorian pedernal epicentr del sism del comerci reactiv medi
El Universo,,"Ocurrio el pasado 12 de junio en la amazonica parroquia Sevilla, del canton Cascales, provincia de Sucumbios, cerca de la frontera de Ecuador con Colombia.",educ,2 jul. 2018 -,Nina de 12 anos sacada por la fuerza de escuela en Cascales lleva ...,,nina anos sacada por fuerza escuela cascales lleva,ocurrio pasado junio amazonica parroquia sevilla del canton cascales provincia sucumbios cerca frontera ecuador con colombia,nin anos sac fuerz escuel cascal llev,nina anos sacada fuerza escuela cascales lleva,nin anos sac por fuerz escuel cascal llev,ocurri pas juni amazon parroqui sevill canton cascal provinci sucumbi cerc fronter colombi,ocurrio pasado junio amazonica parroquia sevilla canton cascales provincia sucumbios cerca frontera colombia,ocurri pas juni amazon parroqui sevill del canton cascal provinci sucumbi cerc fronter ecuador con colombi
La Hora (Ecuador),ecuador_lahora_2017_45,"A eso se suma que los cultivos ilicitos han crecido, el narcotrafico sigue imparable y la mineria ilegal alimenta la violencia en los territorios cercanos a Ecuador.",crime,9 Jul. 2017,Terrorismo presente en la frontera entre Colombia y Ecuador,2017.0,terrorismo presente frontera entre colombia ecuador,eso suma que los cultivos ilicitos han crecido narcotrafico sigue imparable mineria ilegal alimenta violencia los territorios cercanos ecuador,terror present fronter colombi,terrorismo presente frontera colombia,terror present fronter entre colombi ecuador,sum cultiv ilicit crec narcotraf sig impar mineri ilegal aliment violenci territori cercan,suma cultivos ilicitos crecido narcotrafico sigue imparable mineria ilegal alimenta violencia territorios cercanos,eso sum que los cultiv ilicit han crec narcotraf sig impar mineri ilegal aliment violenci los territori cercan ecuador
El Universo,ecuador_eluniverso_2017_56,"No se ha previsto ningun financiamiento con el Fondo Monetario Internacional (FMI), dijo este miercoles el ministro de Economia y Finanzas, Carlos de la Torre, ...",economi,29 Nov. 2017,"Ecuador no ha previsto financiamiento del FMI, dice ministro Carlos ...",2017.0,ecuador previsto financiamiento del fmi dice ministro carlos,previsto ningun financiamiento con fondo monetario internacional fmi dijo este miercoles ministro economia finanzas carlos torre,previst financi fmi dic ministr carl,previsto financiamiento fmi dice ministro carlos,ecuador previst financi del fmi dic ministr carl,previst ningun financi fond monetari internacional fmi dij miercol ministr economi finanz carl torr,previsto ningun financiamiento fondo monetario internacional fmi dijo miercoles ministro economia finanzas carlos torre,previst ningun financi con fond monetari internacional fmi dij este miercol ministr economi finanz carl torr
El Universo,,"A partir de agosto del 2018 los turistas que deseen viajar a las islas Galapagos deberan contar con un seguro de salud para poder entrar. La medida, que ...",health,14 may. 2018 -,Seguro de salud para entrar en Galapagos se exigira a partir de ...,,seguro salud para entrar galapagos exigira partir,partir agosto del los turistas que deseen viajar las islas galapagos deberan contar con seguro salud para poder entrar medida que,segur salud par entrar galapag exigir part,seguro salud entrar galapagos exigira partir,segur salud par entrar galapag exigir part,part agost turist des viaj islas galapag deber cont segur salud par pod entrar med,partir agosto turistas deseen viajar islas galapagos deberan contar seguro salud poder entrar medida,part agost del los turist que des viaj las islas galapag deber cont con segur salud par pod entrar med que
El Comercio,ecuador_elcomercio_2015_1,"El presidente venezolano, Nicolas Maduro, llego, cerca del mediodia de este lunes 21 de septiembre, al aeropuerto Mariscal Sucre, en Tababela, para el ...",polit,21 Sep. 2015,Nicolas Maduro llego a Ecuador,2015.0,nicolas maduro llego ecuador,presidente venezolano nicolas maduro llego cerca del mediodia este lunes septiembre aeropuerto mariscal sucre tababela para,nicol madur lleg,nicolas maduro llego,nicol madur lleg ecuador,president venezolan nicol madur lleg cerc mediodi lun septiembr aeropuert mariscal sucr tababel par,presidente venezolano nicolas maduro llego cerca mediodia lunes septiembre aeropuerto mariscal sucre tababela,president venezolan nicol madur lleg cerc del mediodi este lun septiembr aeropuert mariscal sucr tababel par
El Universo,,Cada vez hay mas estudios que relacionan el contacto con los espacios verdes con beneficios para la salud. Un estudio del Instituto de Salud Global de ...,health,1 sep. 2018 -,"Areas verdes son muy positivas para la salud, segun expertos",,areas verdes son muy positivas para salud segun expertos,cada vez hay mas estudios que relacionan contacto con los espacios verdes con beneficios para salud estudio del instituto salud global,are verd posit par salud segun expert,areas verdes positivas salud segun expertos,are verd son muy posit par salud segun expert,cad vez mas estudi relacion contact espaci verd benefici par salud estudi institut salud global,cada vez mas estudios relacionan contacto espacios verdes beneficios salud estudio instituto salud global,cad vez hay mas estudi que relacion contact con los espaci verd con benefici par salud estudi del institut salud global
El Comercio (Ecuador),ecuador_elcomercio_2017_76,El Mandatario advirtio que Estados Unidos ha tenido poca colaboracion con los pedidos de extradicion que ha hecho Ecuador de algunos profugos de la ...,polit,20 ene. 2017,Ecuador pide respeto mutuo para las relaciones con Estados Unidos,2017.0,ecuador pide respeto mutuo para las relaciones con estados unidos,mandatario advirtio que estados unidos tenido poca colaboracion con los pedidos extradicion que hecho ecuador algunos profugos,pid respet mutu par relacion unid,pide respeto mutuo relaciones unidos,ecuador pid respet mutu par las relacion con estad unid,mandatari advirti unid ten poc colaboracion ped extradicion hech algun profug,mandatario advirtio unidos poca colaboracion pedidos extradicion hecho profugos,mandatari advirti que estad unid ten poc colaboracion con los ped extradicion que hech ecuador algun profug
